"name","address","lat","lng"
"Perris Valley Community Church","7364, 3470 Nature Trail Ct, Perris, CA 92571, United States",33.8350873,-117.1971425
"Faith Missionary Baptist Church","1895 Weston Rd, Perris, CA 92570, USA",33.789649,-117.258766
"Perris 5th Street SDA Church","300 E 5th St, Perris, CA 92570, USA",33.781642,-117.223402
"First Baptist Church","Perris, CA 92570, USA",33.7810999,-117.2305223
"U-Turn For Christ","20170 Patterson Ave, Perris, CA 92570, USA",33.827792,-117.251562
"Temple Christian Church","Perris, CA 92571, USA",33.7933187,-117.2255842
"Templo Calvario de Perris","1275 W Markham St, Perris, CA 92571, USA",33.8515098,-117.2543941
"Apostolic Assembly Perris 2","21478 Harvill Ave, Perris, CA 92570, USA",33.807992,-117.2400417
"Church of Christ","320 E 4th St, Perris, CA 92570, USA",33.7823847,-117.2232422
"FBC of Perris","311 E 5th St, Perris, CA 92570, USA",33.7813209,-117.2235804
"Prince Of Peace","305 E 4th St, Perris, CA 92570, USA",33.7821426,-117.2235562
"By Faith Inc","1688 N Perris Blvd, Perris, CA 92571, USA",33.8029461,-117.2286086
"Arbol De Vida","351 Wilkerson Ave, Perris, CA 92570, USA",33.7843154,-117.2181637
"God's Way King of Kings International Ministries","185 Ramona Expy, Perris, CA 92571, USA",33.843952,-117.222828
"IGLESIA NUEVA JERUSALEM","21478 Harvill Ave, Perris, CA 92570, USA",33.8081508,-117.2397289
"Baha'i Faith of Menifee","Perris, CA 92570, USA",33.7825194,-117.2286478
"St James Religious Education","240 S B St, Perris, CA 92570, USA",33.783543,-117.23259
"Iglesia De Cristo Manantial En El Desierto","23230 W Ellis Ave, Perris, CA 92570, USA",33.7727548,-117.2554798
"Free Indeed Christian Fellowship","23751 Meadow Ln, Perris, CA 92570, USA",33.7753154,-117.2871472
"United Church of the Living God","25270 Spring St, Perris, CA 92570, USA",33.753194,-117.279437
"Romoland Assembly-God Church","27864 Monroe Ave, Romoland, CA 92585, USA",33.746619,-117.173989
"El Evangelio Eterno","1336 Rimrock Dr, Perris, CA 92570, USA",33.7967732,-117.2502057
"Iglesia Familia de Dios","130 W Walnut Ave Suite A9, Perris, CA 92571, USA",33.82693830000001,-117.2292978
"Church of Christ-Mead Valley","18501 Haines St, Perris, CA 92570, USA",33.851216,-117.292313
"IGLESIA DE DIOS DE LA PROFECÍA","45 E Morgan St SUITE #9, Perris, CA 92571, USA",33.8367394,-117.224912
"Ministerio Juda","22870 San Jacinto Ave, Perris, CA 92570, USA",33.7872881,-117.2631539
"Perris Valley Christian Center","24576 Spring St, Perris, CA 92570, USA",33.763352,-117.279417
"Life Changers Christian Fellowship","28346 Sunnymead Boulevard, Moreno Valley, CA 92553, USA",33.8014732,-117.211322
"Retiro","22404 Rocky Hills Rd, Perris, CA 92570, USA",33.7958075,-117.2706293
"Israel Church of God in Christ (C.O.G.I.C)","18910 Brown St, Perris, CA 92570, USA",33.845707,-117.295687
"St John Missionary Baptist Church","20170 Markham St, Perris, CA 92570, USA",33.852722,-117.311327
"Guiding Light Missionary","21708 Byron St, Perris, CA 92570, USA",33.846557,-117.284188
"St. James Catholic School","250 W 3rd St, Perris, CA 92570, USA",33.7835781,-117.2313461
"Set Free Ministries","27687 Harrison Ave, Romoland, CA 92585, USA",33.7438274,-117.1770167
"Bible Way Missionary Baptist","20871 Hunter St, Perris, CA 92570, USA",33.834286,-117.298489
"Kingdom Hall of Jehovah's Witnesses","953 Wilson Ave, Perris, CA 92571, USA",33.7953082,-117.2127174
